Step,rho_g,rho_p,id,p,deltaG,deltaP
9,2.74569,2.57759,2386,3283,49,46
10,3.21505,3.35484,3193,2386,46,48
11,3.99286,0.278571,3019,6841,43,3
12,1.74227,6.29897,2530,2386,13,47
13,1.82,12.48,7462,5303,7,48
Step,rho_g,rho_p,id,p,deltaG,deltaP
1,4.85865,1.5211,1986,2386,329,103
2,1.96769,1.40226,758,3019,87,62
3,1.98564,1.65889,3044,1126,79,66
4,1.8159,1.61088,1126,5303,62,55
5,1.98582,1.91962,5996,6330,60,58
6,2.15978,0.0385675,6330,1684,56,1
7,2.50814,2.50814,3283,3283,55,55
8,3,3,2386,2386,54,54
9,3.74747,3.74747,6452,6452,53,53
10,4.34483,4.34483,1645,1645,45,45
11,6.16,0.14,3193,1684,44,1
12,2.12121,0.141414,2530,521,15,1
13,1.66667,0.333333,8073,4143,10,2
14,1.7027,0.378378,6961,4143,9,2
1,4.85865,1.53586,1986,5303,329,104
2,1.96769,0.361874,758,4143,87,16
3,1.71053,1.39474,937,2386,65,53
4,1.73876,1.49893,2530,5303,58,50
5,1.74572,0.308068,5996,4143,51,9
6,1.75978,1.60335,3283,3193,45,41
7,1.94322,0.044164,6330,1684,44,1
8,2.15385,1.89744,5303,2386,42,37
9,2.54545,2.42424,1645,6452,42,40
10,2.93194,0.0732984,1126,1684,40,1
11,3.43046,3.43046,2386,2386,37,37
12,3.68421,4.91228,3019,1645,30,40
13,2,6.5,8073,1645,12,39
14,2.17778,0.311111,6880,1684,7,1
1,4.85865,1.53586,1986,1126,329,104
2,1.96769,1.56058,758,5303,87,69
3,1.85818,1.75636,3044,1126,73,69
4,1.90776,1.3501,1126,8073,65,46
5,2.00485,1.90291,5996,3283,59,56
6,2.1813,2.1813,6452,3283,55,55
7,2.58389,0.0469799,3283,1684,55,1
8,3.0535,0.403292,6330,4143,53,7
9,3.90526,3.46316,2386,3019,53,47
10,4.5035,0.391608,1645,4143,46,4
11,6.06186,0.28866,3193,521,42,2
12,2.03636,12.9818,782,2386,8,51
13,1.78723,0.297872,4905,1684,6,1
14,1.70732,0.341463,8073,1684,5,1
1,4.85865,1.32911,1986,8073,329,90
2,1.96769,1.5832,758,6330,87,70
3,1.88707,0.459016,6880,521,74,18
4,1.94526,1.47368,1126,8073,66,50
5,1.81176,1.61412,5996,1645,55,49
6,1.9734,2.15957,2386,1126,53,58
7,2.21053,2.03715,5303,3193,51,47
8,2.33333,2.33333,3019,3019,46,46
9,2.73913,0.304348,6452,4143,45,5
10,3.25405,3.78378,3283,1126,43,50
11,1.97183,4.6338,782,5996,20,47
12,1.76842,0.442105,2530,521,12,3
13,1.68675,7.08434,5279,5303,10,42
14,1.70732,12.9756,937,1126,5,38
1,4.85865,1.46203,1986,5996,329,99
2,1.96769,0.361874,758,4143,87,16
3,1.71053,1.31579,937,3019,65,50
4,1.80083,1.6556,5996,5303,62,57
5,1.93333,0.333333,6330,521,58,10
6,2.20442,1.66298,5303,8073,57,43
7,2.57049,2.38689,1126,2386,56,52
8,2.98814,2.60079,6452,3193,54,47
9,3.53398,3.53398,3283,6452,52,52
10,4.54545,0.545455,1645,4143,50,6
11,2.01923,0.134615,8073,1684,15,1
12,2.04494,0.157303,782,1684,13,1
13,2.02632,0.184211,4122,1684,11,1
14,1.93846,0,8978,521,9,0
1,4.85865,1.5211,1986,2386,329,103
2,1.96769,1.5832,758,1645,87,70
3,1.71053,1.47368,937,8073,65,56
4,1.70588,1.70588,5996,5996,58,58
5,1.80861,1.60766,6330,3283,54,48
6,2,1.80769,1126,3283,52,47
7,2.25237,2.25237,6452,6452,51,51
8,2.52632,2.31579,5303,3019,48,44
9,3.01835,2.76147,2386,3193,47,43
10,3.36,3.76,3019,1126,42,47
11,4.59375,4.375,1645,3019,42,40
12,2.11628,0.162791,2530,1684,13,1
13,1.72603,1.15068,4905,521,9,6
14,1.75,6.34375,7462,3019,8,29
1,4.85865,1.32911,1986,8073,329,90
2,4.68298,1.59907,3044,1645,287,98
3,2.20665,0.269702,5279,1684,90,11
4,1.77547,1.4553,6452,5996,61,50
5,1.75406,1.59165,937,3283,54,49
6,1.74536,1.55968,1126,3019,47,42
7,1.8806,1.83881,1645,2386,45,44
8,2.11684,0.14433,3283,1684,44,3
9,2.38057,2.26721,6330,1645,42,40
10,2.73171,0.204878,5303,521,40,3
11,3.39394,3.56364,3193,1126,40,42
12,1.70732,0.113821,6942,521,15,1
13,1.68519,0.12963,782,521,13,1
14,1.62105,0.147368,6961,521,11,1
1,4.85865,0.324895,1986,1684,329,22
2,1.96769,1.5832,758,1645,87,70
3,1.93807,1.78506,5279,1126,76,70
4,2.04593,1.92902,3044,5303,70,66
5,2.30508,2.23729,6330,5996,68,66
6,2.5971,2.5971,5996,5996,64,64
7,2.98932,2.69039,2386,3019,60,54
8,3.73756,3.42081,6452,3019,59,54
9,4.86228,0.586826,3283,4143,58,7
10,6.42202,0.385321,3193,4143,50,3
11,2.37288,0.474576,7462,521,10,2
12,2.28571,0.285714,8978,4143,8,1
13,2.33333,0.291667,937,521,8,1
14,2.1,13.65,4671,6452,6,39
1,4.85865,0.664557,1986,4143,329,45
2,4.46512,1.50388,3044,5303,288,97
3,2.02602,1.66179,758,1126,89,73
4,2.01476,1.7048,5279,6330,78,66
5,2.02941,1.85294,6452,2386,69,63
6,2.27027,2.16708,3283,3019,66,63
7,2.58651,2.42229,3019,1645,63,59
8,2.97872,0.446809,2386,521,60,9
9,3.53153,3.40541,5996,5303,56,54
10,4.55422,0.337349,5303,521,54,4
11,6.375,0.375,3193,521,51,3
12,3.21311,0.688525,2630,521,14,3
13,2.38298,0.893617,2530,521,8,3
14,2.51282,12.9231,7462,3019,7,36
1,4.85865,1.32911,1986,8073,329,90
2,4.68298,1.48485,3044,5996,287,91
3,2.20665,0.269702,5279,1684,90,11
4,1.77547,0.0873181,6452,1684,61,3
5,1.86667,0.2,1126,4143,56,6
6,1.92308,1.73077,3283,3193,50,45
7,2.2293,2.00637,3019,3193,50,45
8,2.4461,2.34201,6330,1645,47,45
9,2.875,2.6875,2386,5996,46,43
10,3.38202,0.393258,5996,4143,43,5
11,4.35556,4.87407,5303,3019,42,47
12,2.25806,0.150538,937,1684,15,1
13,2.15385,7,2530,3019,12,39
14,2.15385,0.358974,4905,521,6,1
1,4.85865,1.49156,1986,3193,329,101
2,1.96769,0.497577,758,521,87,22
3,1.71053,1.65789,937,1126,65,63
4,1.79104,0.268657,5996,4143,60,9
5,1.98533,0.0342298,6452,1684,58,1
6,2.23362,2.15385,6330,3283,56,54
7,2.54545,1.46128,5303,8073,54,31
8,2.88066,0.0576132,2386,1684,50,1
9,2.89256,0.289256,1645,4143,50,5
10,3.28125,1.23958,3193,8073,45,17
11,4.09524,4.57143,3019,2386,43,48
12,1.75,0.269231,2530,4143,13,2
13,1.5098,0.686275,3044,521,11,5
14,1.69231,7.07692,782,2386,11,46
1,4.85865,1.53586,1986,5303,329,104
2,1.96769,1.5832,758,1645,87,70
3,1.93807,1.60656,5279,2386,76,63
4,1.98765,1.81481,6330,3283,69,63
5,2.28297,0.503597,1126,521,68,15
6,2.64756,2.44699,5303,3283,66,61
7,3.06714,3.06714,5996,5996,62,62
8,3.73756,0.570136,6452,4143,59,9
9,3.56604,3.23585,3283,3193,54,49
10,4.38037,4.80982,3019,6452,51,56
11,2.25,0.125,6880,1684,18,1
12,1.78723,0.148936,8978,1684,12,1
13,1.87805,6.82927,4671,6452,11,40
14,2.33333,2.33333,8073,8073,7,7
1,4.85865,1.5654,1986,3283,329,106
2,1.96769,0.0226171,758,1684,87,1
3,1.71053,0.0263158,937,1684,65,1
4,1.73876,1.49893,2530,3283,58,50
5,1.8801,1.34293,5996,3019,56,40
6,2.0554,0.0387812,1126,1684,53,1
7,2.22727,2.22727,6452,6452,49,49
8,2.59459,2.37838,6330,1645,48,44
9,3.11848,2.45498,5303,3019,47,37
10,3.62069,3.29885,2386,3193,45,41
11,4.44961,4.34109,1645,3193,41,40
12,6.36364,0.477273,3193,4143,40,3
13,2.33333,0.583333,3044,4143,8,2
14,2.1,1.75,4905,8073,6,5
1,4.85865,1.53586,1986,5303,329,104
2,1.96769,0.0226171,758,1684,87,1
3,1.71053,1.57895,937,6330,65,60
4,1.73876,0.479657,2530,521,58,16
5,1.74572,1.57457,5996,6330,51,46
6,1.75978,1.72067,3283,5303,45,44
7,2.01278,1.47604,1126,8073,45,33
8,2.05,1.85,6452,3193,41,37
9,2.30453,2.30453,6330,6452,40,40
10,2.55172,2.34483,5303,2386,37,34
11,2.81657,0.745562,1645,521,34,9
12,2.6963,0.82963,3019,521,26,8
13,2.18349,4.36697,3044,1126,17,34
14,2.05333,6.72,4895,5303,11,36
1,4.85865,1.5211,1986,2386,329,103
2,4.62249,1.42485,3044,521,279,86
3,3.87352,1.64163,7462,6330,210,89
4,2.09107,0.0765027,5279,1684,82,3
5,1.85867,1.6788,1126,6330,62,56
6,2.07407,2.07407,1645,1645,60,60
7,2.23188,2.15072,6452,6330,55,53
8,2.44521,2.44521,3019,3019,51,51
9,2.90456,2.55602,3283,5996,50,44
10,3.59162,0.219895,3193,4143,49,3
11,4.6338,0.197183,5303,4143,47,2
12,6.33684,7.36842,5996,6452,43,50
13,2.15385,0,937,1684,8,0
14,2.22727,0.954545,2725,8073,7,3
1,4.85865,1.53586,1986,1126,329,104
2,1.96769,1.56058,758,5303,87,69
3,1.71053,0.263158,937,4143,65,10
4,1.73876,1.52891,2530,8073,58,51
5,1.74572,0.479218,5996,521,51,14
6,1.75978,1.75978,3283,1126,45,45
7,1.96805,0.357827,6452,4143,44,8
8,2.18587,0.0520446,6330,1684,42,1
9,2.59031,0.431718,5303,521,42,7
10,3.1027,0.454054,1645,4143,41,6
11,3.59722,1.55556,2386,8073,37,16
12,4.31776,0.654206,3193,4143,33,5
13,5.48649,0.945946,3019,4143,29,5
14,2.17778,13.0667,8073,3283,7,42
1,4.85865,1.32911,1986,8073,329,90
2,1.96769,1.5832,758,6330,87,70
3,1.71053,1.47368,937,8073,65,56
4,1.70588,1.55882,5996,6452,58,53
5,1.85343,1.82033,1126,6330,56,55
6,1.86413,1.86413,5303,2386,49,49
7,2.15047,2.36991,2386,1126,49,54
8,2.48302,0.0528302,1645,1684,47,1
9,2.76147,2.63303,3283,3019,43,41
10,3.08475,0.39548,3193,4143,39,5
11,1.82609,0.405797,6880,4143,18,4
12,1.86667,4.08333,782,3283,16,35
13,1.88462,4.98077,4905,2386,14,37
14,1.67164,6.26866,6961,3283,8,30
1,4.85865,1.5211,1986,2386,329,103
2,1.96769,1.47011,758,6452,87,65
3,1.71053,0.0263158,937,1684,65,1
4,1.73876,1.6788,2530,1126,58,56
5,1.80535,1.56691,5996,2386,53,46
6,1.95531,1.56425,6330,8073,50,40
7,2.22727,1.72727,5303,3019,49,38
8,2.59459,2.59459,3283,3283,48,48
9,3.11848,0.464455,6452,521,47,7
10,3.84146,3.67073,2386,1645,45,43
11,4.94118,1.76471,1645,8073,42,15
12,7.09091,0.545455,3193,4143,39,3
13,12.8947,0.368421,3019,1684,35,1
14,4.66667,4.66667,9730,1684,1,1
1,4.85865,1.5211,1986,2386,329,103
2,1.96769,0.361874,758,4143,87,16
3,1.71053,1.47368,937,3283,65,56
4,1.82353,0.0294118,5996,1684,62,1
5,1.99517,0.236715,1126,4143,59,7
6,2.28732,2.20845,6452,6330,58,56
7,2.59259,2.40404,6330,1645,55,51
8,3.01626,2.56098,5303,3019,53,45
9,3.41294,0.278607,2386,4143,49,4
10,4.14474,0.0921053,3193,1684,45,1
11,2.2243,0.392523,3044,4143,17,3
12,1.86667,0.466667,4671,4143,12,3
13,1.61538,0.538462,782,4143,9,3
14,1.49333,0.186667,2530,1684,8,1
1,4.85865,0.324895,1986,1684,329,22
2,1.96769,1.56058,758,5303,87,69
3,1.85818,0.0254545,3044,1684,73,1
4,1.90776,1.64361,1126,6452,65,56
5,2.00485,1.69903,5996,3019,59,50
6,2.1813,2.1813,6452,6452,55,55
7,2.58389,0.422819,3283,4143,55,9
8,3.0535,2.76543,6330,1645,53,48
9,3.90526,0.442105,2386,521,53,6
10,4.80292,4.29197,3019,3193,47,42
11,7,0.155556,1645,1684,45,1
12,12.7556,12.7556,3193,3193,41,41
13,7,3.5,7462,521,2,1
14,4.66667,4.66667,9730,4143,1,1
1,4.85865,1.53586,1986,1126,329,104
2,1.96769,0.361874,758,4143,87,16
3,1.90381,1.57877,3044,6330,82,68
4,1.85794,1.67477,5996,6452,71,64
5,2.02123,1.42675,1126,8073,68,48
6,2.25806,1.91067,1645,3019,65,55
7,2.53448,2.49425,5303,2386,63,62
8,2.98601,0.048951,3283,1684,61,1
9,2.92444,1.55556,3193,8073,47,25
10,2.35955,0.0786517,7462,1684,30,1
11,1.89189,4.63514,8073,5996,20,49
12,1.75,4.8125,782,5303,16,44
13,1.5,7,6961,1645,9,42
14,2,0,4905,1684,6,0
1,4.85865,1.41772,1986,521,329,96
2,1.96769,1.40226,758,3019,87,62
3,1.71053,1.47368,937,8073,65,56
4,1.70588,0.264706,5996,4143,58,9
5,1.80861,1.77512,6330,1126,54,53
6,1.99452,1.80274,6452,2386,52,47
7,2.20126,2.06918,5303,1645,50,47
8,2.2214,2.2214,3283,3283,43,43
9,2.57895,0.0614035,3193,1684,42,1
10,3.08602,0.752688,3019,521,41,10
11,1.93103,4.82759,3044,6330,20,50
12,1.91579,0.147368,4671,4143,13,1
13,1.87805,6.82927,782,6452,11,40
14,2,0.333333,7462,1684,6,1
1,4.85865,1.53586,1986,1126,329,104
2,1.96769,1.65105,758,5996,87,73
3,1.71053,1.36842,937,3193,65,52
4,1.8375,1.75,5996,1126,63,60
5,1.96667,1.83333,1645,5303,59,55
6,2.21053,1.93906,6330,2386,57,50
7,2.48684,2.30263,5303,2386,54,50
8,2.856,2.52,6452,3019,51,45
9,3.51759,0.351759,3283,4143,50,5
10,4.60403,4.13423,2386,3019,49,44
11,6.16,7.42,3019,5996,44,53
12,2.38298,1.48936,7462,8073,8,5
13,2.33333,0.333333,2530,1684,7,1
14,2.4,0.8,8897,4143,6,2
1,4.85865,1.49156,1986,3193,329,101
2,1.96769,1.33441,758,3193,87,59
3,1.71053,1.47368,937,8073,65,56
4,1.70588,1.35294,5996,3193,58,46
5,1.7907,1.88837,6330,5996,55,58
6,1.94133,1.792,1126,2386,52,48
7,2.18349,2.09786,6452,1645,51,49
8,2.51799,2.21583,5303,3019,50,44
9,2.64035,3.07018,3283,1126,43,50
10,3.22472,0.0786517,3019,1684,41,1
11,1.94161,0.408759,6880,4143,19,4
12,1.66102,4.0339,4671,3283,14,34
13,1.75,4.57692,782,6452,13,34
14,1.8,0.4,6961,4143,9,2
1,4.85865,0.324895,1986,1684,329,22
2,1.96769,1.47011,758,6452,87,65
3,1.71053,1.39474,937,2386,65,53
4,1.81211,1.51983,5996,8073,62,52
5,1.83607,0.0327869,6330,1684,56,1
6,2.03774,1.73585,1126,3019,54,46
7,2.19692,2.02462,6452,3283,51,47
8,2.45255,2.29927,5303,1645,48,45
9,2.84956,0.433628,3283,4143,46,7
10,3.26667,3.88889,1645,1126,42,50
11,4.09231,0.107692,3193,1684,38,1
12,1.97826,6.3913,7462,1645,13,42
13,1.77215,0,782,1684,10,0
14,1.82609,0.202899,4905,521,9,1
1,4.85865,1.41772,1986,521,329,96
2,1.96769,1.65105,758,5996,87,73
3,1.71053,1.31579,937,3019,65,50
4,1.80083,1.77178,5996,1126,62,61
5,1.962,0.0332542,6330,1684,59,1
6,1.93333,1.86667,6452,5303,58,56
7,2.12707,1.77901,3283,3193,55,46
8,2.43671,2.43671,1645,1645,55,55
9,2.73563,3.00383,5303,6330,51,56
10,3.33333,0.6,2386,521,50,9
11,1.925,1.4875,3044,8073,22,17
12,1.62319,1.62319,8073,8073,16,16
13,1.4918,4.93443,6961,5996,13,43
14,1.59494,7.26582,2530,6330,9,41
1,4.85865,1.53586,1986,1126,329,104
2,4.77725,0.630332,3044,4143,288,38
3,2.16547,1.61151,758,2386,86,64
4,2.1626,0.227642,5279,1684,76,8
5,2.02479,1.38843,6452,8073,70,48
6,2.29952,2.19807,3283,6330,68,65
7,2.67052,0.364162,3019,4143,66,9
8,3.15,2.85,6330,1645,63,57
9,3.6129,0.322581,5996,521,56,5
10,4.78261,1.82609,5303,8073,55,21
11,7,1.58491,1645,8073,53,12
12,13.2075,0.264151,3193,521,50,1
13,9.33333,4.66667,6709,8073,2,1
14,14,0,8073,4143,1,0
1,4.85865,1.5211,1986,2386,329,103
2,1.96769,1.5832,758,6330,87,70
3,1.88707,1.58106,6880,3019,74,62
4,1.94526,0.0294737,1126,1684,66,1
5,1.9511,1.84841,5996,3283,57,54
6,2.22727,2.06818,5303,6452,56,52
7,2.64865,2.36486,2386,6452,56,50
8,3.03333,0.408333,1645,521,52,7
9,3.57447,0.37234,6452,4143,48,5
10,4.7,1.6,3283,8073,47,16
11,6.77419,0.150538,3193,1684,45,1
12,12.8333,0.291667,3019,1684,44,1
13,7,3.5,7462,1684,2,1
14,7,7,9730,8073,1,1
1,4.85865,1.46203,1986,6330,329,99
2,1.96769,1.5832,758,1645,87,70
3,1.93807,1.78506,5279,1126,76,70
4,2.04593,1.66597,3044,3019,70,57
5,1.91687,1.33496,6330,8073,56,39
6,1.92973,1.92973,6452,6330,51,51
7,2.23824,1.97492,5996,5303,51,45
8,2.5597,0.470149,2386,4143,49,9
9,2.87671,2.87671,5303,5303,45,45
10,3.54023,3.86207,3283,6330,44,48
11,4.66667,4.77778,3019,3283,42,43
12,6.33333,0.166667,3193,1684,38,1
13,1.82609,13.087,8978,3283,6,43
14,9.33333,4.66667,7462,521,2,1
1,4.85865,1.5654,1986,3283,329,106
2,1.96769,0.497577,758,521,87,22
3,1.71053,1.65789,937,1126,65,63
4,1.79104,1.46269,5996,3193,60,49
5,1.96667,1.93333,1645,6330,59,58
6,2.16575,1.81768,6452,3019,56,47
7,2.4,2.53333,5303,1645,54,57
8,2.84291,0.268199,3283,4143,53,5
9,3.36538,3.76923,2386,5996,50,56
10,1.68354,0.177215,6880,4143,19,2
11,1.61151,4.73381,782,6452,16,47
12,1.82609,0.152174,8073,521,12,1
13,1.575,0.175,4905,521,9,1
14,1.38028,0.197183,4671,521,7,1
1,4.85865,1.46203,1986,5996,329,99
2,1.96769,1.33441,758,3193,87,59
3,1.71053,1.47368,937,8073,65,56
4,1.70588,1.70588,5996,5996,58,58
5,1.80861,1.70813,6330,5303,54,51
6,2,0.307692,1126,4143,52,8
7,2.00562,0.393258,6452,521,51,10
8,2.02312,1.78035,5303,3193,50,44
9,2.17568,2.27027,2386,6452,46,48
10,2.464,2.296,1645,3283,44,41
11,2.85437,3.3301,3193,1126,42,49
12,3.2439,3.92683,3283,1126,38,46
13,4.22222,0.111111,3019,1684,38,1
14,1.90909,0.159091,2530,1684,12,1
1,4.85865,0.324895,1986,1684,329,22
2,1.96769,1.35703,758,8073,87,60
3,1.71053,0.447368,937,521,65,17
4,1.73876,1.6788,2530,5996,58,56
5,1.74572,1.50611,5996,5303,51,44
6,1.75978,1.52514,3283,8073,45,39
7,1.79937,1.53605,6452,2386,41,35
8,1.97183,1.82394,6330,1645,40,37
9,2.26721,0.396761,5303,4143,40,7
10,2.50242,2.63768,1126,6330,37,39
11,2.63529,2.96471,3193,3283,32,36
12,2.8209,0.835821,3019,521,27,8
13,1.70093,0.523364,6961,521,13,4
14,1.78723,4.02128,4671,3193,12,27
1,4.85865,1.58017,1986,6452,329,107
2,1.96769,1.47011,758,6452,87,65
3,1.71053,0.263158,937,4143,65,10
4,1.68966,1.52874,5996,5303,63,57
5,1.79956,0.0305011,1126,1684,59,1
6,2.03,1.925,6452,1645,58,55
7,2.23188,0.446377,6330,521,55,11
8,2.26347,2.01198,5303,3193,54,48
9,2.34965,2.4965,2386,6330,48,51
10,2.70588,3,3283,6330,46,51
11,3.06952,3.36898,3019,3283,41,45
12,1.72603,4.89041,4671,5303,18,51
13,1.91579,0.147368,8978,1684,13,1
14,1.87805,7.17073,8073,6452,11,42
1,4.85865,1.58017,1986,1645,329,107
2,1.96769,1.4475,758,2386,87,64
3,1.71053,0.263158,937,4143,65,10
4,1.73876,1.19914,2530,3019,58,40
5,1.74572,1.57457,5996,6330,51,46
6,1.81267,0.385675,1126,521,47,10
7,1.99367,1.94937,3283,1645,45,44
8,2.27306,2.01476,6452,2386,44,39
9,2.52863,2.40529,5303,2386,41,39
10,3.01075,3.3871,1645,5996,40,45
11,3.64384,0.191781,2386,4143,38,2
12,4.27778,1.42593,3193,8073,33,11
13,3.75258,0.14433,3019,1684,26,1
14,2.04167,0.291667,7462,4143,14,2
1,4.85865,1.58017,1986,1645,329,107
2,1.96769,1.40226,758,3019,87,62
3,1.98564,1.40754,3044,8073,79,56
4,1.8159,1.46444,1126,3193,62,50
5,1.91827,1.91827,6452,3283,57,57
6,2.22284,2.18384,3283,2386,57,56
7,2.58746,0.369637,6330,4143,56,8
8,2.94737,3.11741,5996,3283,52,55
9,3.73333,3.08718,5303,3193,52,43
10,4.7972,1.56643,1645,8073,49,16
11,6.10638,0.595745,3193,4143,41,4
12,1.84906,0.792453,8978,4143,7,3
13,1.96,13.16,8073,3283,7,47
14,9.33333,4.66667,7462,1684,2,1
1,4.85865,1.53586,1986,5303,329,104
2,1.96769,1.53796,758,3283,87,68
3,1.71053,0.0263158,937,1684,65,1
4,1.73876,1.49893,2530,6452,58,50
5,1.8801,1.8801,1126,1126,56,56
6,2.01662,1.78393,5996,2386,52,46
7,2.26537,2.08414,3283,1645,50,46
8,2.55513,0.0532319,6330,1684,48,1
9,3.12558,2.34419,5303,3019,48,36
10,3.44134,0.234637,2386,521,44,3
11,4.14815,1.76296,3193,8073,40,17
12,1.91579,1.76842,4686,8073,13,12
13,2.0241,0.337349,3044,521,12,2
14,1.57746,0.394366,4905,521,8,2
1,4.85865,1.5211,1986,2386,329,103
2,1.96769,1.33441,758,3193,87,59
3,1.71053,1.55263,937,6452,65,59
4,1.86469,1.65751,1126,1645,63,56
5,2.01439,1.77938,5996,3283,60,53
6,2.19231,1.34615,6330,8073,57,35
7,2.04255,0.595745,5303,521,48,14
8,2.34164,0.647687,2386,521,47,13
9,2.57265,0.299145,3193,4143,43,5
10,2.56769,3.24017,3019,5996,42,53
11,1.72193,3.74332,6961,1126,23,50
12,1.83942,3.88321,7462,3193,18,38
13,2.26263,7.07071,3044,6330,16,50
14,2,13.4286,6880,5996,7,47
1,4.85865,1.53586,1986,5303,329,104
2,4.5782,1.70853,3044,1645,276,103
3,2.19366,0.246479,5279,1684,89,10
4,1.84134,1.60752,6452,2386,63,55
5,2.05288,1.37981,1126,8073,61,41
6,1.904,1.82933,6330,5996,51,49
7,2.2037,2.03086,3019,3193,51,47
8,2.5641,0.153846,2386,521,50,3
9,2.95067,0.188341,3283,1684,47,3
10,3.57955,0.238636,5996,1684,45,3
11,4.70229,0.21374,3193,4143,44,2
12,6.43678,6.43678,1645,1645,40,40
13,2.38298,13.1064,2530,1126,8,44
14,9.33333,4.66667,7462,4143,2,1
1,4.85865,1.46203,1986,5996,329,99
2,1.96769,1.40226,758,3019,87,62
3,1.71053,1.55263,937,6452,65,59
4,1.86469,1.45032,1126,3019,63,49
5,2.01415,2.01415,5996,1126,61,61
6,2.19835,1.88981,6330,3193,57,49
7,2.51634,2.60784,5303,1126,55,57
8,2.97992,0.281124,3283,521,53,5
9,3.57143,0.0714286,2386,1684,50,1
10,4.60274,0.0958904,1645,1684,48,1
11,6.28571,6.28571,3193,3193,44,44
12,2.07407,0.259259,3044,1684,8,1
13,1.82609,0.608696,8073,4143,6,2
14,1.75,0.35,4905,1684,5,1
1,4.85865,1.53586,1986,5303,329,104
2,4.5782,1.74171,3044,6452,276,105
3,2.19366,1.65141,5279,5996,89,67
4,2.23553,0.391218,758,4143,80,14
5,2.0285,1.962,1126,6452,61,59
6,2.24309,1.43094,3283,8073,58,37
7,2.19692,2.32615,2386,1126,51,54
8,2.42804,2.37638,1645,3193,47,46
9,2.875,2.8125,3193,6330,46,45
10,3.46067,0.393258,6330,4143,44,5
11,4.28358,4.70149,3019,3283,41,45
12,1.65591,0.301075,8978,4143,11,2
13,1.69231,0.461538,4905,1684,11,3
14,1.59091,7.15909,6880,2386,10,45
1,4.85865,1.32911,1986,8073,329,90
2,1.96769,1.4475,758,2386,87,64
3,1.71053,1.47368,937,8073,65,56
4,1.70588,1.70588,5996,5996,58,58
5,1.80861,0.0334928,6330,1684,54,1
6,2,0.0384615,1126,1684,52,1
7,2.28846,2.10897,6452,2386,51,47
8,2.57471,2.41379,5303,1645,48,45
9,2.98148,2.65741,2386,3193,46,41
10,3.45882,3.37647,3283,3019,42,41
11,4.23256,4.23256,3193,3193,39,39
12,2.02222,0.155556,3044,1684,13,1
13,1.63636,0.181818,782,1684,9,1
14,1.64706,0.205882,4905,1684,8,1
1,4.85865,1.58017,1986,1645,329,107
2,1.96769,1.5832,758,1126,87,70
3,1.71053,1.55263,937,1645,65,59
4,1.73876,1.49893,2530,5303,58,50
5,1.74572,0.479218,5996,521,51,14
6,1.70127,1.70127,1126,1126,48,48
7,1.81556,1.12968,3283,3019,45,28
8,2.03974,0.18543,6452,4143,44,4
9,2.17054,0.217054,6330,4143,40,4
10,2.56881,1.47706,5303,8073,40,23
11,3.06742,1.49438,1645,8073,39,19
12,3.08176,0.0880503,2386,1684,35,1
13,3.5,2.59677,3193,3019,31,23
14,3.31183,0.301075,3019,4143,22,2
1,4.85865,1.5211,1986,2386,329,103
2,4.62249,1.73964,3044,3283,279,105
3,2.15194,0.469965,5279,521,87,19
4,1.87056,1.66597,6452,3019,64,57
5,2.0237,1.45972,1126,8073,61,44
6,2.24931,0.193906,1645,4143,58,5
7,2.54125,2.35644,6330,5303,55,51
8,2.72222,3.27778,3283,6452,49,59
9,3.24138,1.17241,3193,8073,47,17
10,4.12821,0.358974,5996,521,46,4
11,2.03636,7.25455,937,6452,16,57
12,1.84906,0.264151,4905,1684,7,1
13,1.82609,0.608696,8073,4143,6,2
14,1.75,12.95,4671,6330,5,37
1,4.85865,1.46203,1986,6330,329,99
2,1.96769,1.40226,758,3019,87,62
3,1.71053,0.263158,937,4143,65,10
4,1.68966,1.36782,5996,3193,63,51
5,1.79956,1.52505,1126,8073,59,50
6,2.03,1.96,6452,5303,58,56
7,2.25146,2.08772,6330,2386,55,51
8,2.63415,1.60976,5303,8073,54,33
9,3.06438,1.62232,2386,8073,51,27
10,2.99029,2.65049,1645,3193,44,39
11,3.37037,0.0864198,3283,1684,39,1
12,4.43902,4.43902,3193,3019,39,39
13,2,6.33333,881,3193,12,38
14,1.94444,7.58333,2530,2386,10,39
1,4.85865,0.664557,1986,4143,329,45
2,1.96769,1.5832,758,1645,87,70
3,1.71053,1.57895,937,6330,65,60
4,1.83898,1.72034,1126,5303,62,58
5,1.98049,1.98049,6452,1645,58,58
6,2.22727,0.0397727,5303,1684,56,1
7,2.60135,2.36486,5996,3283,55,50
8,2.84553,3.01626,2386,6452,50,53
9,3.26425,3.62694,3019,2386,45,50
10,4.20979,0.685315,3193,521,43,7
11,2.24,6.16,7462,3019,16,44
12,1.75,0.75,6880,521,7,3
13,1.71429,1.71429,8073,8073,6,6
14,1.95349,0.325581,4905,521,6,1
1,4.85865,1.5654,1986,3283,329,106
2,1.96769,1.35703,758,8073,87,60
3,2.00358,1.45259,3044,3019,80,58
4,1.81211,0.0292276,2530,1684,62,1
5,1.7458,0.335731,5996,4143,52,10
6,1.8411,1.68767,6452,3283,48,44
7,1.96262,1.74455,1126,3019,45,40
8,2.14235,2.14235,6330,6330,43,43
9,2.52941,0.0588235,2386,1684,43,1
10,2.94359,2.72821,5303,3193,41,38
